time,longitude,latitude
2007-06-14,-118.90897251623649,34.356081997388344
2007-06-15,-117.70463414876842,34.773240125704746
2007-06-16,-116.86643531496398,35.04369157331017
2007-06-17,-116.20733294908266,35.171436101717404
2007-06-18,-115.83744724780244,35.21707159406142
2007-06-19,-115.53489489430203,35.27288072870873
2007-06-20,-115.24878402788812,35.3700558408208
2007-06-21,-115.08708086409686,35.43747879070015
2007-06-22,-115.05573242405242,35.558158736251826
2007-06-23,-115.08135261067861,35.713281134664854
2007-06-24,-115.14229951444212,35.88360903269158
2007-06-25,-115.19590045710132,35.956401582004915
2007-06-26,-115.17820344463354,35.97492599136924
2007-06-27,-115.13461509339272,35.94943715422499
2007-06-28,-115.0689505634962,35.92171474039606
2007-06-29,-115.03317028399869,35.868119697989684
2007-06-30,-114.96348293413578,35.80882171804159
2007-07-01,-114.85260101075689,35.76403422013837
2007-07-02,-114.8585874268984,35.80402506213306
2007-07-03,-114.81141643405888,35.813916213600606
2007-07-04,-114.80380488221314,35.859738130882846
2007-07-05,-114.85387164876047,35.896066998264686
2007-07-06,-114.9043254508774,35.89392306921833
2007-07-07,-114.92422933711563,35.86054492085469
2007-07-08,-114.96757406563603,35.839572341836075
2007-07-09,-114.88773504583077,35.78802808487157
2007-07-10,-114.8513030340556,35.75939902661496
2007-07-11,-114.83161609746986,35.756017351126644
2007-07-12,-114.9046896543883,35.79573012648737
2007-07-13,-114.89049189771795,35.765457300173736
2007-07-14,-115.01543641518717,35.76970540859918
2007-07-15,-115.13842248230034,35.798232833474735
2007-07-16,-115.17486380595986,35.8695373269091
2007-07-17,-115.12392914202857,35.88907193451095
2007-07-18,-115.20690020936853,35.877700059991966
2007-07-19,-115.3019928985188,35.75387507408814
2007-07-20,-115.31095835354367,35.540365947168254
2007-07-21,-115.19818669194532,35.37762797618173
2007-07-22,-115.16911483198433,35.254161899140584
2007-07-23,-115.1388834593574,35.17814354719947
2007-07-24,-115.1000166660418,35.117952201593546
2007-07-25,-115.07038290012464,34.98464620356964
2007-07-26,-115.01952450983649,34.8093032460678
2007-07-27,-115.27172627312285,34.68579480547627
2007-07-28,-115.34516657399985,34.62219470580367
2007-07-29,-115.42188488079219,34.572805431963246
2007-07-30,-115.55088425697403,34.48549977688552
2007-07-31,-115.81004331977184,34.36410728263003
2007-08-01,-116.00619384098897,34.28387308468167
2007-08-02,-116.0514848968751,34.21385487812601
2007-08-03,-116.07529341602276,34.136584234560985
2007-08-04,-115.92657981654015,34.10138710631973
2007-08-05,-115.65946561645892,34.10858004752804
2007-08-06,-115.38051278357085,34.13299866105304
2007-08-07,-115.2837459025653,34.21129414812428
2007-08-08,-115.20831371559497,34.22994575228715
2007-08-09,-115.06850796696315,34.26253715198508
2007-08-10,-114.92007622877588,34.26117179705537
2007-08-11,-114.89730230763924,34.29566598635048
2007-08-12,-114.96238978101889,34.367797180846125
2007-08-13,-115.07173659541016,34.40446712114114
2007-08-14,-115.08687106178614,34.37833450967216
2007-08-15,-115.17785938494544,34.28642314429163
2007-08-16,-115.13673634847994,34.15789570682561
2007-08-17,-115.11104999870062,34.01178023484739
2007-08-18,-115.28567754872736,33.88034821616075
2007-08-19,-115.39761964621356,33.68730356539031
2007-08-20,-115.32642812927942,33.55937551021385
2007-08-21,-115.23166483354407,33.46058811951522
2007-08-22,-115.34884168376334,33.36377087573452
2007-08-23,-115.439263530819,33.272870796499475
2007-08-24,-115.65255584566563,33.2590577091933
2007-08-25,-116.00933882173621,33.250012158521955
2007-08-26,-116.22804622431781,33.224710088311724
2007-08-27,-116.24165726198657,33.223109740078215
2007-08-28,-116.07016679904804,33.26293317173201
2007-08-29,-115.805517462855,33.32083326316865
2007-08-30,-115.59884714707653,33.38177915120406
2007-08-31,-115.46379622656073,33.447059567314255
2007-09-01,-115.3945710723661,33.47961048123325
2007-09-02,-115.39773065425169,33.494695342929646
2007-09-03,-115.54539986328265,33.504220325419794
2007-09-04,-115.65512856878117,33.506174113487305
2007-09-05,-115.69554827450125,33.49702572232287
2007-09-06,-115.67683837467759,33.48426119695224
2007-09-07,-115.5555477314615,33.483712213327124
2007-09-08,-115.41855141158797,33.478272356007224
2007-09-09,-115.36351563537075,33.456383372803096
2007-09-10,-115.36773569846068,33.425966865405535
2007-09-11,-115.44849769497151,33.401612309324136
2007-09-12,-115.43652040654145,33.37249395663951
2007-09-13,-115.32527765276049,33.333833777728
2007-09-14,-115.23551909938661,33.3028743343248
2007-09-15,-115.1165971383843,33.27387681650937
2007-09-16,-114.95110748298173,33.251233608619245
2007-09-17,-115.05973495440193,33.246846189521214
2007-09-18,-115.28001616970317,33.25097526604152
2007-09-19,-115.34629946624156,33.260283899366904
2007-09-20,-115.44957640541179,33.27278069432085
2007-09-21,-115.5239469172565,33.28777848216795
2007-09-22,-115.58457054402083,33.30632708231195
2007-09-23,-115.59448889312634,33.329542218590674
2007-09-24,-115.56606655790034,33.356588566521104
2007-09-25,-115.66243386682191,33.38728367275465
2007-09-26,-115.72673357164402,33.420498820622896
2007-09-27,-115.73425459580311,33.44656685469691
2007-09-28,-115.605027603395,33.47180135679217
2007-09-29,-115.50607180379667,33.49757133520654
2007-09-30,-115.35019113779532,33.53654130361014
2007-10-01,-115.20309410495503,33.591445541535634
2007-10-02,-115.13931091485084,33.646033994577174
2007-10-03,-115.09763098448755,33.716200295412165
2007-10-04,-114.98452140646421,33.798963042202885
2007-10-05,-114.91872753777393,33.88243144633405
2007-10-06,-114.99567666395639,33.9909911876629
2007-10-07,-115.5099408151986,34.08401670486798
2007-10-08,-115.72927969725986,34.148890278654854
2007-10-09,-115.77891768841455,34.21583859046512
2007-10-10,-115.84306352761897,34.27587859947078
2007-10-11,-115.79024160424717,34.34353001956098
2007-10-12,-115.61859244528648,34.42627805074194
2007-10-13,-115.7626038544881,34.48539469869779
2007-10-14,-115.79768211287775,34.531324088950335
2007-10-15,-115.78919150654187,34.58378294860999
2007-10-16,-115.85293713835092,34.65591326788952
2007-10-17,-116.04445070871478,34.7162797009354
2007-10-18,-115.94726808407124,34.77039465954255
2007-10-19,-115.85962254576933,34.806626740298306
2007-10-20,-115.75252494630563,34.85000201635774
2007-10-21,-115.67346123438021,34.903167204857866
2007-10-22,-115.71791691011595,34.97154385185974
2007-10-23,-115.68533940290256,34.997023757196025
2007-10-24,-115.49549299476429,35.014593757869214
2007-10-25,-115.3184126573633,35.03330472647711
2007-10-26,-115.33657661863825,35.0235209200334
2007-10-27,-115.51164261748232,34.99207541086919
2007-10-28,-115.67112832340581,34.979560416388225
2007-10-29,-115.7647926700995,34.98244781926928
2007-10-30,-115.74885790706907,34.98889926126597
2007-10-31,-115.6909617283817,35.036201241525
2007-11-01,-115.6438239593162,35.10078044454248
2007-11-02,-115.65238147448699,35.17645125929556
2007-11-03,-115.73746309445687,35.21888109418293
2007-11-04,-115.83498269156873,35.24094374976236
2007-11-05,-115.97725632170429,35.279258015931475
2007-11-06,-115.95638554538287,35.3474882198972
2007-11-07,-116.01147089539546,35.443131052872005
2007-11-08,-115.94228386064154,35.47434430688665
2007-11-09,-115.99843848955872,35.484488965647685
2007-11-10,-116.02179831058406,35.49424396565524
2007-11-11,-115.97412156505568,35.49350904116249
2007-11-12,-115.93808850680685,35.48415813635723
2007-11-13,-115.76601987260447,35.406057602920725
2007-11-14,-115.77149776809675,35.3067926680332
2007-11-15,-115.78937205279684,35.220897454541934
2007-11-16,-115.82314937999955,35.147953025547295
2007-11-17,-115.84153023117241,35.09006943624512
2007-11-18,-115.78623262670799,35.06305712565329
2007-11-19,-115.6083163737127,35.10796417595385
2007-11-20,-115.50523378573425,35.14084865446502
2007-11-21,-115.40342311397535,35.163891763891485
2007-11-22,-115.42534200620611,35.23214861572202
2007-11-23,-115.48743009015689,35.343740603303964
2007-11-24,-115.46687074898806,35.4379889676782
2007-11-25,-115.45877535433253,35.47231280580765
2007-11-26,-115.43246234722773,35.448788914300124
2007-11-27,-115.28704090730685,35.421987833179024
2007-11-28,-115.07497502404883,35.43308836803148
